name,url,image,price
"Pack of 2 Women Relaxed Maroon Black Lycra Blend Trousers","https://www.flipkart.com/mmtextiles-relaxed-women-maroon-black-trousers/p/itmaf01d6e34df1f?pid=TROGX4HWANASPUD6&lid=LSTTROGX4HWANASPUD6RQ7CPU&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_21&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGynOGolwcFp5nHPkApn0DtTH5sNZz_Ghg9SYDRDNHoMLuw%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/c/x/5/30-mmtextile63-mmtextiles-original-imagx4hwtprbxth8.jpeg?q=70","364"
"Pack of 3 Women Regular Fit Multicolor Polyester Trousers","https://www.flipkart.com/lecowar-regular-fit-women-multicolor-trousers/p/itma35cffca46e72?pid=TROH8YYEYRJY8TKD&lid=LSTTROH8YYEYRJY8TKD7V5WQU&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_22&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGymj8PL_98UIuEH6APSpWZXHrblvqpQEKcbmjoKa9aImTw%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/r/h/i/m-palazzo-806-mustard-grey-wine-lecowar-original-imah8yydhha8tcjj.jpeg?q=70","179"
"Women Flared White Black Viscose Rayon Trousers","https://www.flipkart.com/emeros-flared-women-white-black-trousers/p/itm16f0cb9d9aa01?pid=TROGNFK9X83JWFAF&lid=LSTTROGNFK9X83JWFAFJCEX7C&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&spotlightTagId=default_BestsellerId_clo%2Fcfv%2Fmn6&srno=b_1_23&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROGNFK9X83JWFAF.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/l/o/v/free-emz01961-emeros-original-imagnfk8yrb4pym8.jpeg?q=70","380"
"Women Slim Fit Black Viscose Rayon Trousers","https://www.flipkart.com/smartvision-slim-fit-women-black-trousers/p/itm44bdb38a48275?pid=TROGU5F4BXTGMDRD&lid=LSTTROGU5F4BXTGMDRDBHIFU1&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&spotlightTagId=default_BestsellerId_clo%2Fcfv%2Fmn6&srno=b_1_24&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROGU5F4BXTGMDRD.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/p/o/a/xxl-plazo-04-smartvision-original-imahdgqxfzfvmmgz.jpeg?q=70","220"
"Women Regular Fit Pink Cotton Blend Trousers","https://www.flipkart.com/hrk-industries-regular-fit-women-pink-trousers/p/itm8440059003283?pid=TROH4FGYGGVW4BFZ&lid=LSTTROH4FGYGGVW4BFZN20LES&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_25&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGyl2cy03Kqe9y4zXp1zg0v_5cSzlTq9Eiw4dYGc6xxJVLA%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/f/v/n/l-13112-hrk-industries-original-imahd9jqmjkxfkwg.jpeg?q=70","295"
"Women Flared Brown Viscose Rayon Trousers","https://www.flipkart.com/scube-designs-flared-women-brown-trousers/p/itmc837664499441?pid=TROH2Y4X5PQA4MMA&lid=LSTTROH2Y4X5PQA4MMAUUHHDP&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_26&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROH2Y4X5PQA4MMA.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/2/q/7/free-sc-pl-702-palazzo-coffee-anarkali-free-scube-designs-original-imah2y4xwfug6g3p.jpeg?q=70","376"
"Women Flared Multicolor Blue Red White Viscose Rayon Trousers","https://www.flipkart.com/emeros-flared-women-multicolor-blue-red-white-trousers/p/itm2847f09a82c37?pid=TROGWGUHMV4UT3PT&lid=LSTTROGWGUHMV4UT3PTJDUSHF&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_27&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGymgQpdkqgz9MZjmU_dZiDlqPQPHT8QzkLPL1IrPPh6Bmw%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/c/c/h/free-emz02100-emeros-original-imagwguhxrr28xyb.jpeg?q=70","380"
"Women Relaxed Beige Cotton Silk Trousers","https://www.flipkart.com/fiorra-relaxed-women-beige-trousers/p/itm0ce9d4a8112e4?pid=TROH7USKKYDQGMWZ&lid=LSTTROH7USKKYDQGMWZKA0V8A&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_28&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGynTgTfmxis9xX9sgcXlKiA9HuNvFtkmJIEc1PENXNmL7A%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/n/l/h/s-btm001-plz-white-fiorra-original-imahd3uzhjjgadcw.jpeg?q=70","498"
"Pack of 2 Women Flared Red Black Lycra Blend Trousers","https://www.flipkart.com/anti-wrinkle-designer-flared-women-red-black-trousers/p/itm318f47fdc497f?pid=TROGSFX3BQBTR2EZ&lid=LSTTROGSFX3BQBTR2EZFSBSYO&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_29&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROGSFX3BQBTR2EZ.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/c/a/x/30-plazo-maroonblack-aarifgarment-original-imah82kjf4xfu7qh.jpeg?q=70","411"
"Pack of 2 Women Relaxed Blue Maroon Viscose Rayon Trousers","https://www.flipkart.com/4k-fashion-relaxed-women-blue-maroon-trousers/p/itmf2a15867ac8cf?pid=TROGV8F5RNR8RGPC&lid=LSTTROGV8F5RNR8RGPCSYSZDM&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_30&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROGV8F5RNR8RGPC.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/f/g/e/m-print-09-4k-fashion-original-imagv8f4ykbgryxx.jpeg?q=70","361"
"Pack of 3 Women Regular Fit Multicolor Cotton Blend Trousers","https://www.flipkart.com/mikshaa-regular-fit-women-multicolor-trousers/p/itm1ee6653159e97?pid=TROHBGFUZRVGPHDU&lid=LSTTROHBGFUZRVGPHDUFDXBB6&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_31&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGymm3x4JNWYNt6ZTBksx7D0rA74WHMHntzKRFFChJA4qtg%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/m/n/n/m-00-2503-pink-grey-green-po3-royalcrowns-original-imahb84zvxdgr7wf.jpeg?q=70","669"
"Women Flared White Viscose Rayon Trousers","https://www.flipkart.com/mensimpression-flared-women-white-trousers/p/itm3a519985ce36a?pid=TROGS9MHCFWKEAV4&lid=LSTTROGS9MHCFWKEAV4VFXGJZ&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_32&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGyliydoSUK0BtA9RnJ8TqIRQPkm9fQIJ70JoZKSdoWJ3zA%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/kp036vk0/trouser/2/l/r/free-jft-p-02-jft-jaipur-fabtex-original-imag3bxfw9pvnf5k.jpeg?q=70","342"
"Women Regular Fit Maroon Lycra Blend Trousers","https://www.flipkart.com/libracreations-regular-fit-women-maroon-trousers/p/itm56bfbcec59a0c?pid=TROHE4HZEZHTDCNC&lid=LSTTROHE4HZEZHTDCNC2AE42J&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_33&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROHE4HZEZHTDCNC.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/x/f/e/s-womentrouser-naaz-fashion-original-imahdmzbeghapfpk.jpeg?q=70","290"
"Women Regular Fit Purple Pure Cotton Trousers","https://www.flipkart.com/venitywave-regular-fit-women-purple-trousers/p/itm194ff49d2e03b?pid=TROGKS6YRVGZKZVK&lid=LSTTROGKS6YRVGZKZVK55UAGP&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_34&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROGKS6YRVGZKZVK.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/j/c/6/l-vnty-002-venitywave-original-imah2n48brt6szyt.jpeg?q=70","207"
"Women Relaxed White Cotton Silk Trousers","https://www.flipkart.com/fiorra-relaxed-women-white-trousers/p/itme492979f78cf7?pid=TROH7VFFMUKJUKZC&lid=LSTTROH7VFFMUKJUKZCNPT0UH&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_35&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGylM86xGeYXNRX5mvMfjMqPUWTRmlyD4qFk_LscsmVVBRA%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/m/m/j/l-btm001-plz-white-fiorra-original-imahd3uzznafrhcp.jpeg?q=70","498"
"Women Flared Black Viscose Rayon Trousers","https://www.flipkart.com/trend-level-flared-women-black-trousers/p/itmef701b6731894?pid=TROGCZYDGMZGCXXP&lid=LSTTROGCZYDGMZGCXXPS9JXTZ&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_36&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROGCZYDGMZGCXXP.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/z/1/3/10xl-plain-plusize-trend-level-original-imagczy2xsz4zshh-bb.jpeg?q=70","292"
"Women Regular Fit Black Cotton Blend Trousers","https://www.flipkart.com/tykun-regular-fit-women-black-trousers/p/itm2ee21b5caa776?pid=TROGW3R4F5YSYVHB&lid=LSTTROGW3R4F5YSYVHBRMGMZI&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_37&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGymGi0IghKMJjcdVraBPSHU5uc0LF4GvPgJXvfkADS6pLA%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/e/m/y/28-women-trouser-tykun-original-imah7fbzgkjqhzzt.jpeg?q=70","297"
"Pack of 2 Women Regular Fit Black Purple Viscose Rayon Trousers","https://www.flipkart.com/kwsh-regular-fit-women-black-purple-trousers/p/itm31a714a97393c?pid=TROHDUK8ZH7CAZS4&lid=LSTTROHDUK8ZH7CAZS46J1JZV&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_38&otracker=browse&fm=organic&iid=en_QyL7yc2xcLZBOBPCcUswMmU0BFrH9UGCU6S7WCSEGynb3vj6q_EJ4w59w7JcFP2Tjn9jCqESqVD8c0k8DGwxHA%3D%3D&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/n/a/k/5xl-plz-khjuri-blk-wine-kwsh-original-imahduk8gf8p4gdt.jpeg?q=70","479"
"Women Regular Fit White Lycra Blend Trousers","https://www.flipkart.com/libracreations-regular-fit-women-white-trousers/p/itm6e92f54ab85d8?pid=TROHE4HPSFEJHHK7&lid=LSTTROHE4HPSFEJHHK7KAO756&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&srno=b_1_39&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROHE4HPSFEJHHK7.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/8/8/k/28-womentrouser123-naaz-fashion-original-imahdmzbhdyjk3gj.jpeg?q=70","290"
"Pack of 2 Women Regular Fit Maroon Black Cotton Blend Trousers","https://www.flipkart.com/big-hub-regular-fit-women-maroon-black-trousers/p/itm98d0f7a3ef57c?pid=TROH8XPBYHK88MAP&lid=LSTTROH8XPBYHK88MAPGQUHAZ&marketplace=FLIPKART&store=clo%2Fcfv%2Fmn6&spotlightTagId=default_TrendingId_clo%2Fcfv%2Fmn6&srno=b_1_40&otracker=browse&fm=organic&iid=b9827940-d3bc-408a-80cd-34fc4b0fe038.TROH8XPBYHK88MAP.SEARCH&ppt=None&ppn=None&ssid=2yh28ralmo0000001753563399207","https://rukminim2.flixcart.com/image/612/612/xif0q/trouser/c/y/t/36-relaxed-fit-for-all-day-comfort-zarmin-original-imah8vhdmh9ggu7v.jpeg?q=70","336"
